,Variable,Importance
587,Gross capital formation (current US$),0.00037001653468806686
588,Real effective exchange rate index (2010 = 100),0.0003693298860977857
589,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",0.0003691269543969453
590,Adjusted net national income per capita (constant 2010 US$),0.00036882826503242794
591,"Children in employment, work only, female (% of female children in employment, ages 7-14)",0.00036874500378259004
592,"Secondary education, teachers",0.0003686613283037271
593,"Personal remittances, received (current US$)",0.00036842794633362946
594,Total.reserves....of.total.external.debt.,0.0003682926101061036
595,Prevalence of anemia among children (% of children under 5),0.00036711609265967373
596,Expense (% of GDP),0.0003657392488984973
597,"ICT service exports (BoP, current US$)",0.0003650666395468384
598,Low-birthweight babies (% of births),0.00036419712125044677
599,"Unemployment, female (% of female labor force) (national estimate)",0.00036401544650786836
600,S&P Global Equity Indices (annual % change),0.00036287257135003443
601,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.0003626459246251934
602,"Trademark applications, total",0.000362611199329202
603,Rule.of.Law..Number.of.Sources,0.00036256549676882044
604,"2005 PPP conversion factor, private consumption (LCU per international $)",0.0003623216196234459
605,"Secondary education, general pupils (% female)",0.00036203998234943696
606,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),0.0003619388178015632
607,"Population ages 0-14, male",0.0003618739483054538
608,Rural population growth (annual %),0.0003607507899415935
609,Ratio of female to male labor force participation rate (%) (national estimate),0.0003605279870784488
610,Travel services (% of commercial service imports),0.00036052349021105997
611,Total reserves (% of total external debt),0.0003604343106921335
612,Fixed broadband subscriptions,0.00036002450385841606
613,External balance on goods and services (current LCU),0.00035982635377750024
614,"Population ages 15-64, male (% of male population)",0.0003595232162670139
615,"Central government debt, total (% of GDP)",0.00035900084111648126
616,Food production index (2004-2006 = 100),0.00035897667883089915
617,"Labor force with advanced education, female (% of female working-age population with advanced education)",0.0003584937124663478
618,CO2.emissions..metric.tons.per.capita.,0.00035798863107910266
619,Nitrous oxide emissions (% change from 1990),0.0003579632459909866
620,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),0.00035712615365806753
621,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",0.00035690479161889805
622,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),0.0003563378810517732
623,Females.as.a.share.of.private.paid.employee.by.wage.quintile..Quintile.3.,0.00035615984269025415
624,Law prohibits or invalidates child or early marriage (1=yes; 0=no),0.0003559016748710383
625,Other expense (% of expense),0.00035562164776792706
626,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",0.0003551582831833431
627,"Human capital index (HCI), lower bound (scale 0-1)",0.0003550106038169541
628,Females.as.a.share.of.public.paid.employees.by.occupation..Professionals.,0.0003550031887387719
629,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",0.00035467160569187175
630,Principal.repayments.on.external.debt..long.term..AMT..current.US..,0.000354384177014496
631,Female genital mutilation prevalence (%),0.00035432051457652173
632,Gross value added at basic prices (GVA) (constant 2010 US$),0.00035409001393251394
633,"Death rate, crude (per 1,000 people)",0.0003540390270315517
634,Females..as.a.share.of.private.paid.employee.by.wage.quintile..Quintile.4.,0.0003535577123062763
635,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",0.0003535087027192929
636,"Air transport, registered carrier departures worldwide",0.00035248213697322117
637,"Persistence to last grade of primary, total (% of cohort)",0.00035194040799387596
638,Domestic general government health expenditure (% of GDP),0.000351014790491452
639,"Population ages 15-64, male",0.0003502716339288188
640,"Repeaters, primary, male (% of male enrollment)",0.00034973257805075457
641,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",0.000349585125172885
642,Wage.bill.as.a.percentage.of.Public.Expenditure,0.00034919289750220316
643,CPIA economic management cluster average (1=low to 6=high),0.0003491393796523468
644,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0.00034774204682295237
645,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),0.00034769046280095376
646,GDP (constant 2010 US$),0.00034759371263771565
647,Pay.compression.ratio.in.private.sector,0.0003474480006631597
648,Political.Stability.and.Absence.of.Violence.Terrorism..Standard.Error,0.0003472935904153393
649,Prevalence of anemia among women of reproductive age (% of women ages 15-49),0.000346693649570355
650,Trading.across.borders..Time.to.export..days...DB06.15.methodology....Score,0.0003466250338791153
651,"Exports of goods, services and primary income (BoP, current US$)",0.0003459212467979266
652,Mortality.rate..under.5..per.1.000.live.births.,0.00034422527087439055
653,"Trained teachers in secondary education, male (% of male teachers)",0.0003441672968735666
654,"Population ages 15-64, total",0.000344101759854232
655,Ease.of.doing.business.index..1.most.business.friendly.regulations..y,0.00034327863108489065
656,Age dependency ratio (% of working-age population),0.0003432406580904199
657,Insurance and financial services (% of commercial service imports),0.0003430123687120499
658,GNI..current.US..,0.0003426963718864365
659,Merchandise imports from economies in the Arab World (% of total merchandise imports),0.0003425424224804329
660,Net primary income (Net income from abroad) (constant LCU),0.0003424692868830379
661,Livestock production index (2004-2006 = 100),0.00034226413853554946
662,"Trained teachers in preprimary education, female (% of female teachers)",0.00034120394910307314
663,General government final consumption expenditure (constant 2010 US$),0.0003409993719102913
664,Investment in ICT with private participation (current US$),0.0003408426735035228
665,"Unemployment, male (% of male labor force) (national estimate)",0.00034027038461532043
666,"People practicing open defecation, urban (% of urban population)",0.0003394764383715574
667,"Foreign direct investment, net (BoP, current US$)",0.0003392122322435546
668,Urban population growth (annual %),0.0003386772209450023
669,Value lost due to electrical outages (% of sales for affected firms),0.0003380670883396168
670,Prevalence.of.overweight....of.adults.,0.000337985064970159
671,"GNI, Atlas method (current US$)",0.00033785034465848106
672,"Birth rate, crude (per 1,000 people)",0.00033777896186515404
673,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.0003377059451676368
674,"Probability of dying at age 5-14 years (per 1,000 children age 5)",0.0003372238458770797
675,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),0.0003370920248136595
676,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",0.00033577594954853297
677,Gross capital formation (constant 2010 US$),0.00033520599772310193
678,Forest area (sq. km),0.0003349881481969871
679,"Net official flows from UN agencies, IFAD (current US$)",0.00033381009742208394
680,GNI per capita (current LCU),0.0003337365241250796
681,"Children in employment, self-employed (% of children in employment, ages 7-14)",0.0003336525219803074
682,Firms experiencing losses due to theft and vandalism (% of firms),0.0003326954273243551
683,Renewable.energy.consumption....of.total.final.energy.consumption.,0.0003326037405488511
684,Average number of visits or required meetings with tax officials (for affected firms),0.0003325523499156794
685,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",0.0003322833144277454
686,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",0.00033210967480577623
687,Discrepancy in expenditure estimate of GDP (current LCU),0.00033201196326774275
688,"School enrollment, tertiary, female (% gross)",0.0003315631161710734
689,"School enrollment, primary (% net)",0.0003314062245612474
690,"Lower secondary completion rate, total (% of relevant age group)",0.00033100879832396345
691,"People with basic handwashing facilities including soap and water, rural (% of rural population)",0.00033071222197047194
692,Broad money (current LCU),0.00033055520648908723
693,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),0.0003300031849391484
694,Progression to secondary school (%),0.0003299801427637843
695,"Population ages 50-54, female (% of female population)",0.00032947473422426224
696,CO2 emissions from transport (% of total fuel combustion),0.0003289165171123931
697,"Population ages 05-09, male (% of male population)",0.00032872000988011074
698,"Cause of death, by injury (% of total)",0.00032770100841719615
699,Permanent cropland (% of land area),0.0003269769041410421
700,"Government expenditure per student, tertiary (% of GDP per capita)",0.0003263466617200633
701,Time.to.import..days...DB06.15.methodology.,0.00032598350526384206
702,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),0.0003258839748141969
703,CO2 intensity (kg per kg of oil equivalent energy use),0.0003258525509977306
704,"Trained teachers in preprimary education, male (% of male teachers)",0.0003255546028458321
705,"Labor force with basic education, female (% of female working-age population with basic education)",0.00032552723546441786
706,Taxes on international trade (% of revenue),0.00032527247491313186
707,Total debt service (% of GNI),0.00032466676220964884
708,"External health expenditure per capita, PPP (current international $)",0.0003239598549668385
709,"Over-age students, primary (% of enrollment)",0.0003238709860231658
710,Deposit interest rate (%),0.0003238289470889387
711,Share.of.public.paid.employees.with.a.contract,0.0003237553099220854
712,PPG..official.creditors..INT..current.US..,0.0003236478543858075
713,"Children in employment, female (% of female children ages 7-14)",0.0003235294843301015
714,"Primary completion rate, total (% of relevant age group)",0.00032340819667173724
715,Merchandise imports (current US$),0.00032291879016025504
716,Present.value.of.external.debt..current.US..,0.0003227268920804986
717,Forest.area....of.land.area.,0.00032188938957577936
718,CPIA.economic.management.cluster.average..1.low.to.6.high.,0.0003214766816375543
719,"Population ages 15-64, female (% of female population)",0.0003212245895890248
720,"Human capital index (HCI), male, upper bound (scale 0-1)",0.0003211852276571401
721,Firms that do not report all sales for tax purposes (% of firms),0.00031986711952780957
722,"Population ages 0-14, male (% of male population)",0.0003196699396232655
723,Number of under-five deaths,0.00031954997641908857
724,Rule.of.Law..Standard.Error,0.00031936303258215136
725,"Life expectancy at birth, female (years)",0.0003190680413557685
726,"Employment to population ratio, 15+, female (%) (national estimate)",0.00031834600047911236
727,"School enrollment, secondary (% gross)",0.00031803012000106346
728,Ease of doing business index (1=most business-friendly regulations),0.0003164578866146863
729,Newborns protected against tetanus (%),0.0003161562695691066
730,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),0.00031589195973132534
731,Final consumption expenditure (% of GDP),0.0003153055896811232
732,Individuals using the Internet (% of population),0.0003152124694808685
733,"Population ages 70-74, male (% of male population)",0.00031461511586133
734,"Population ages 75-79, female (% of female population)",0.00031355971215190807
735,Other manufacturing (% of value added in manufacturing),0.0003132813551796192
736,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",0.00031278968682264157
737,"Gross fixed capital formation, private sector (current LCU)",0.00031261962213819554
738,"Exports of goods and services (BoP, current US$)",0.00031208945640725556
739,"Secondary income, other sectors, payments (BoP, current US$)",0.00031090205598690776
740,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",0.00031087622207819706
741,"Employment in services, male (% of male employment) (modeled ILO estimate)",0.0003100206488028131
742,"Life expectancy at birth, total (years)",0.00030975993083731716
743,Risk of impoverishing expenditure for surgical care (% of people at risk),0.00030913415657151397
744,Domestic credit to private sector by banks (% of GDP),0.00030885937048145544
745,Firms using banks to finance working capital (% of firms),0.0003086976651187931
746,Labor force with basic education (% of total working-age population with basic education),0.0003083350246649043
747,Gross domestic savings (% of GDP),0.00030832950554993756
748,Electric power transmission and distribution losses (% of output),0.00030810638769594777
749,Individuals.with.tertiary.education.as.a.share.of.public.paid.employees,0.0003074300293876184
750,"Repeaters, primary, female (% of female enrollment)",0.00030741339819477054
751,"Employment to population ratio, 15+, total (%) (national estimate)",0.00030599491063533496
752,Firms expected to give gifts in meetings with tax officials (% of firms),0.0003057214617010645
753,Trading.across.borders..Documents.to.import..number...DB06.15.methodology....Score,0.0003054181481543539
754,CPIA.policies.for.social.inclusion.equity.cluster.average..1.low.to.6.high.,0.00030506320090054067
755,"Immunization, HepB3 (% of one-year-old children)",0.0003050114452981361
756,Households and NPISHs final consumption expenditure (% of GDP),0.00030457584116101206
757,ICT goods imports (% total goods imports),0.0003043244646674333
758,"Mortality rate, adult, male (per 1,000 male adults)",0.00030406932562402364
759,Informal employment (% of total non-agricultural employment),0.00030352650903214785
760,Gross national expenditure (% of GDP),0.0003032876914797367
761,Cause.of.death..by.communicable.diseases.and.maternal..prenatal.and.nutrition.conditions....of.total.,0.0003031319361100581
762,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",0.0003029603049691593
763,Pump price for gasoline (US$ per liter),0.00030280974980526667
764,Land area (sq. km),0.00030275774434946804
765,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.00030258672897450807
766,Net secondary income (Net current transfers from abroad) (current LCU),0.00030174903834094953
767,Human capital index (HCI) (scale 0-1),0.0003015815827467006
768,Energy.use..kg.of.oil.equivalent.per.capita.,0.00030137262885652013
769,"Contraceptive prevalence, any methods (% of women ages 15-49)",0.00030124969397661095
770,"Part time employment, female (% of total female employment)",0.00030090846258757264
771,"Part time employment, total (% of total employment)",0.00030053468225186143
772,"Population ages 55-59, male (% of male population)",0.00029984695560398075
773,Domestic credit provided by financial sector (% of GDP),0.0002995749585320647
774,Net official aid received (current US$),0.00029949853198701725
775,Unemployment with advanced education (% of total labor force with advanced education),0.0002989682804076995
776,General government final consumption expenditure (% of GDP),0.0002988028869612193
777,Public and publicly guaranteed debt service (% of GNI),0.0002987838927019826
778,CO2 emissions from liquid fuel consumption (% of total),0.00029863185643936945
779,"Suicide mortality rate (per 100,000 population)",0.00029724720627857874
780,Merchandise exports by the reporting economy (current US$),0.00029700214601226997
781,"School enrollment, primary, private (% of total primary)",0.00029651665517077015
782,Trading.across.borders..DB06.15.methodology....Score,0.0002957372002517566
783,"Secondary education, teachers, female",0.00029543439020450284
784,Number.of.paid.employees,0.00029450832577238007
785,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",0.00029437849509998004
786,Mean.age.of.public.paid.employees,0.000294302021728572
787,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.00029391739944885424
788,"Intentional homicides, female (per 100,000 female)",0.0002934258220132811
789,Nitrous oxide emissions in energy sector (% of total),0.00029325269193564683
790,"Central government debt, total (current LCU)",0.0002925673853521538
791,"Agricultural machinery, tractors per 100 sq. km of arable land",0.0002918881591484189
792,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",0.00029131330597469146
793,Urban population (% of total population),0.00029088335543632515
794,"Imports of goods, services and primary income (BoP, current US$)",0.0002903944119758537
795,CPIA.debt.policy.rating..1.low.to.6.high.,0.0002900521332000033
796,Coverage of social protection and labor programs (% of population),0.0002898717042823093
797,"Primary education, teachers",0.00028954987652092914
798,Public.sector.wage.premium.by.occupation..Professionals...compared.to.formal.wage.employees.,0.00028938929695632897
799,"Completeness of birth registration, rural (%)",0.00028922538545577916
800,"Survival to age 65, male (% of cohort)",0.00028917213164704464
801,PPG..bilateral..INT..current.US..,0.0002885336375244864
802,Exports of goods and services (current US$),0.00028836790541221773
803,"Population ages 0-14, female (% of female population)",0.0002881934262753627
804,Global..Ease.of.doing.business.score..DB15.methodology.,0.0002881233263825002
805,Females..as.a.share.of.public.paid.employee.by.wage.quintile..Quintile.2.,0.0002881115749784247
806,"Population ages 30-34, female (% of female population)",0.00028809895754488706
807,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",0.00028773891609971936
808,Transport services (% of commercial service imports),0.00028731575382055433
809,"Personal remittances, paid (current US$)",0.0002872866609524955
810,Net lending (+) / net borrowing (-) (% of GDP),0.00028712935696274854
811,Arable land (hectares),0.0002868740807991494
812,Females.as.a.share.of.public.paid.employees.by.occupation..Clerks.,0.0002862154842190861
813,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",0.00028616425031402276
814,"Pupil-teacher ratio, preprimary",0.000285961873781056
815,"Prevalence of overweight, weight for height, male (% of children under 5)",0.0002857248916215017
816,Fuel exports (% of merchandise exports),0.0002855547066979395
817,External balance on goods and services (constant LCU),0.0002852672837499217
818,Trading.across.borders..Documents.to.export..number...DB06.15.methodology....Score,0.0002846808088140517
819,Export unit value index (2000 = 100),0.00028453926613395916
820,Population in urban agglomerations of more than 1 million,0.0002839240029182245
821,"Stocks traded, turnover ratio of domestic shares (%)",0.0002838564706351958
822,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",0.00028365973338297193
823,"Net official flows from UN agencies, UNFPA (current US$)",0.0002836042056227757
824,Poverty gap at national poverty lines (%),0.0002825657551257866
825,"Pupil-teacher ratio, primary",0.00028246175926022426
826,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.00028220790741740665
827,"Insurance and financial services (% of service exports, BoP)",0.00028214787282978214
828,"Industry (including construction), value added (% of GDP)",0.00028125037899706906
829,Current account balance (% of GDP),0.00028059699681310627
830,PPG..multilateral..DIS..current.US..,0.0002802594066030096
831,"Current education expenditure, primary (% of total expenditure in primary public institutions)",0.00028006312939218793
832,Export volume index (2000 = 100),0.0002799668020672763
833,Agricultural methane emissions (% of total),0.00027989940619785835
834,Coverage of unemployment benefits and ALMP (% of population),0.00027963783798128463
835,"Insurance and financial services (% of service imports, BoP)",0.0002790720032895602
836,Public.sector.employment.as.a.share.of.paid.employment.by.location..Rural.,0.0002785212142440571
837,Number.of.employed.individuals,0.0002782113137228786
838,Tax revenue (current LCU),0.0002775135656117749
839,Other expense (current LCU),0.0002773742185712268
840,Coverage of social safety net programs in richest quintile (% of population),0.00027722790565374634
841,Population in the largest city (% of urban population),0.00027705607651405564
842,"Human capital index (HCI), female, upper bound (scale 0-1)",0.0002769873150589698
843,Short-term debt (% of total reserves),0.0002767149074216572
844,"Population ages 30-34, male (% of male population)",0.00027667061398151024
845,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",0.0002747825817146766
846,Fertilizer consumption (% of fertilizer production),0.00027443691565569366
847,Share.of.public.paid.employees.with.social.security,0.00027416165085607084
848,"Charges for the use of intellectual property, receipts (BoP, current US$)",0.000274061020454347
849,PPG..commercial.banks..INT..current.US..,0.0002730813986291889
850,"Adjusted net savings, excluding particulate emission damage (current US$)",0.00027300056387201133
851,"Prevalence of underweight, weight for age, male (% of children under 5)",0.00027281529313939593
852,"Taxes on income, profits and capital gains (% of revenue)",0.0002726917405151683
853,Total natural resources rents (% of GDP),0.00027252132293212306
854,Enforcing.contracts..Alternative.dispute.resolution..0.3...DB16.20.methodology.,0.0002722014144889035
855,"International tourism, expenditures (current US$)",0.00027195083247985206
856,Population in largest city,0.00027094067008658345
857,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.0002698759156064799
858,Firms using banks to finance investment (% of firms),0.0002695065308381963
859,Methane emissions (% change from 1990),0.00026859373911676516
860,Children (0-14) living with HIV,0.0002683207053753981
861,Cereal yield (kg per hectare),0.00026738843904437336
862,Arable land (% of land area),0.000266371128149604
863,"School enrollment, preprimary, female (% gross)",0.00026577391957976636
864,Total.debt.service....of.exports.of.goods..services.and.primary.income.,0.0002657516461302224
865,"Immunization, DPT (% of children ages 12-23 months)",0.0002653991253596631
866,GDP deflator: linked series (base year varies by country),0.0002650112523383917
867,PPG..private.creditors..DIS..current.US..,0.0002643334503401039
868,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",0.0002639369196036167
869,CPIA trade rating (1=low to 6=high),0.00026355610865322424
870,Public.sector.wage.premium..compared.to.all.private.employees.,0.0002634386372523947
871,Energy use (kg of oil equivalent per capita),0.0002634256388708508
872,Electric power consumption (kWh per capita),0.00026328016584788167
873,CPIA.property.rights.and.rule.based.governance.rating..1.low.to.6.high.,0.0002631868091795431
874,Urban population living in areas where elevation is below 5 meters (% of total population),0.00026312220245645163
875,Adjusted.savings..natural.resources.depletion....of.GNI.,0.0002626531216789452
876,"Total reserves (includes gold, current US$)",0.00026261761710800053
877,Females.as.a.share.of.private.paid.employees.by.occupation..Elementary.occupation.,0.000262443778272201
878,"Part time employment, male (% of total male employment)",0.00026234927217712697
879,"Net bilateral aid flows from DAC donors, Denmark (current US$)",0.000262303602621055
880,Other taxes (% of revenue),0.00026227087837973575
881,CO2 emissions from gaseous fuel consumption (% of total),0.0002622193520712732
882,Females..as.a.share.of.private.paid.employee.by.wage.quintile..Quintile.1.,0.0002614129791456851
883,"Condom use, population ages 15-24, male (% of males ages 15-24)",0.0002612094450883116
884,Interest.payments.on.external.debt....of.GNI.,0.00026102037196545805
885,"Railways, goods transported (million ton-km)",0.00026098166416493
886,Grants and other revenue (current LCU),0.0002609769137114913
887,Gross fixed capital formation (annual % growth),0.0002609349517664476
888,"School enrollment, primary, female (% gross)",0.00026062268676329474
889,"Lower secondary completion rate, female (% of relevant age group)",0.00026053993282738956
890,"Literacy rate, adult male (% of males ages 15 and above)",0.0002604142933289127
891,"Official exchange rate (LCU per US$, period average)",0.0002603774298254199
892,Broad money (% of GDP),0.0002602973642893542
893,Insurance and financial services (% of commercial service exports),0.00026028133308302016
894,Adjusted savings: gross savings (% of GNI),0.000260118695010374
895,Public.sector.employment.as.a.share.of.total.employment.by.gender..Male.,0.0002601104626724917
896,Number of neonatal deaths,0.00025989005912970583
897,Disbursements.on.external.debt..public.and.publicly.guaranteed..PPG...DIS..current.US..,0.00025971265220527134
898,Wanted fertility rate (births per woman),0.00025929399560736
899,"Intentional homicides (per 100,000 people)",0.000257704564131991
900,Interest payments (% of revenue),0.0002574027399266025
901,CPIA.structural.policies.cluster.average..1.low.to.6.high.,0.00025737006683967923
902,"Smoking prevalence, females (% of adults)",0.0002572576469985307
903,"Persistence to last grade of primary, male (% of cohort)",0.00025707206115974465
904,"International tourism, receipts (current US$)",0.00025656538313445726
905,"2005 PPP conversion factor, GDP (LCU per international $)",0.000256559764746752
906,"Net official flows from UN agencies, WFP (current US$)",0.00025638838711592143
907,Coverage of social safety net programs in 3rd quintile (% of population),0.0002563545473309342
908,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),0.00025604574903224085
909,Getting.electricity..DB10.15.methodology....Score,0.0002546965239654428
910,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",0.0002543690385399671
911,Merchandise exports to economies in the Arab World (% of total merchandise exports),0.00025398949391763773
912,Present value of external debt (current US$),0.000253766016157993
913,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.0002537342735949944
914,Terms of trade adjustment (constant LCU),0.00025372334192640665
915,Getting.credit..Credit.registry.coverage....of.adults.,0.00025371735292815354
916,"Share of tariff lines with specific rates, all products (%)",0.0002534599249606683
917,PPG..private.creditors..INT..current.US..,0.0002528002156637161
918,Food.production.index..2004.2006...100.,0.00025269433986873106
919,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),0.00025262165285412495
920,Number of maternal deaths,0.0002524239894734948
921,"Adjusted net savings, excluding particulate emission damage (% of GNI)",0.0002522237662720655
922,"Depositors with commercial banks (per 1,000 adults)",0.00025185454008759555
923,"Transport services (% of service imports, BoP)",0.00025179549065741007
924,"Population ages 55-59, female (% of female population)",0.0002517718857959429
925,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.0002513879886942085
926,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",0.00025082573273773825
927,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.00025081313516523644
928,"Average working hours of children, working only, female, ages 7-14 (hours per week)",0.00025068528992358037
929,"Immunization, measles (% of children ages 12-23 months)",0.00025056471916671733
930,Interest.payments.on.external.debt....of.exports.of.goods..services.and.primary.income.,0.0002505469597003081
931,"Secondary education, teachers (% female)",0.0002501730495659426
932,Manufactures imports (% of merchandise imports),0.00025004974311026616
933,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,0.00024996466266603916
934,Medium and high-tech Industry (including construction) (% manufacturing value added),0.00024947136769579983
935,"Government expenditure on education, total (% of GDP)",0.00024925878564604543
936,"School enrollment, preprimary (% gross)",0.00024906272044408425
937,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.00024899213099107635
938,"Short-term debt (% of exports of goods, services and primary income)",0.00024895847329292425
939,Coverage of social insurance programs in 3rd quintile (% of population),0.0002486566616704603
940,Manufactures exports (% of merchandise exports),0.0002484727037783174
941,"Population ages 80 and above, male (% of male population)",0.0002484376809012978
942,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),0.0002481499294610357
943,CO2 emissions (kt),0.00024812134830842216
944,Adequacy of social insurance programs (% of total welfare of beneficiary households),0.00024759756800293896
945,Average transaction cost of sending remittances to a specific country (%),0.0002472551855810971
946,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.000247111566926846
947,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),0.0002469892183754371
948,"Community health workers (per 1,000 people)",0.00024678260276455097
949,Registering.property..Cost....of.property.value.,0.00024675496810768404
950,Present value of external debt (% of GNI),0.0002465424169195848
951,"Population ages 75-79, male (% of male population)",0.00024650646487703684
952,Principal.repayments.on.external.debt..public.and.publicly.guaranteed..PPG...AMT..current.US..,0.0002465052965947086
953,"Travel services (% of service imports, BoP)",0.0002464223551095353
954,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.00024636063424978474
955,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",0.0002461617621106539
956,"Age dependency ratio, old (% of working-age population)",0.00024611006577614057
957,"Net bilateral aid flows from DAC donors, Germany (current US$)",0.0002460953803143463
958,Lending interest rate (%),0.00024590857051114574
959,Tuberculosis treatment success rate (% of new cases),0.00024583882584501603
960,Public.sector.wage.premium.by.education.level..No.education..compared.to.formal.wage.employees.,0.0002458166609720556
961,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),0.0002457943762444785
962,Total greenhouse gas emissions (kt of CO2 equivalent),0.000245656678832759
963,People with basic handwashing facilities including soap and water (% of population),0.00024549105584810145
964,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0002451478063765716
965,"Informal employment, male (% of total non-agricultural employment)",0.0002438727220632908
966,Net secondary income (Net current transfers from abroad) (constant LCU),0.00024321004492956105
967,Changes in inventories (constant LCU),0.00024275308769178454
968,Firms with female participation in ownership (% of firms),0.00024260406095073133
969,Exports of goods and services (constant 2010 US$),0.00024251890066198938
970,Literacy.rate..adult.total....of.people.ages.15.and.above.,0.0002424838433705876
971,"Portfolio investment, net (BoP, current US$)",0.00024176254304743072
972,CPIA public sector management and institutions cluster average (1=low to 6=high),0.0002413012109817162
973,Claims on other sectors of the domestic economy (annual growth as % of broad money),0.0002411426360760646
974,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.00024082754320770217
975,Adjusted savings: net national savings (% of GNI),0.00024030270575036192
976,Social contributions (current LCU),0.00023995687177069645
977,Terrestrial protected areas (% of total land area),0.0002394585494677397
978,Coverage of social insurance programs in 4th quintile (% of population),0.0002391633026969535
979,"Self-employed, total (% of total employment) (modeled ILO estimate)",0.00023904518911543567
980,Public.sector.wage.premium.by.education.level..Primary.education..compared.to.formal.wage.employees.,0.00023856028468934734
981,Prevalence of anemia among pregnant women (%),0.0002382492853175215
982,Battle-related deaths (number of people),0.0002377333814001685
983,"Unemployment with basic education, female (% of female labor force with basic education)",0.00023763187818935812
984,Compensation of employees (% of expense),0.00023757485322849052
985,Life.expectancy.at.birth..total..years.,0.00023649173803867731
986,"School enrollment, secondary, female (% gross)",0.00023564524767398002
987,"School enrollment, primary, female (% net)",0.00023557567255862058
988,Coverage of social safety net programs in poorest quintile (% of population),0.00023525524257179113
989,Net acquisition of financial assets (% of GDP),0.00023468848590422895
990,External.debt.stocks....of.exports.of.goods..services.and.primary.income.,0.00023397728791503942
991,Firms formally registered when operations started (% of firms),0.000233733454016654
992,Use of insecticide-treated bed nets (% of under-5 population),0.00023362085533156385
993,"Secondary education, vocational pupils",0.00023360500927102572
994,GNI (current US$),0.00023349224974004233
995,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),0.00023342462246637256
996,Technicians in R&D (per million people),0.00023195517268047408
997,"Net official flows from UN agencies, IAEA (current US$)",0.0002319201527350274
998,"Population ages 65-69, male (% of male population)",0.00023187747351019198
999,CPIA fiscal policy rating (1=low to 6=high),0.00023185096325526735
1000,Taxes less subsidies on products (current US$),0.00023184671489640224
1001,Population ages 65 and above (% of total population),0.0002318384625061468
1002,Public private partnerships investment in ICT (current US$),0.00023157369020834935
1003,Gross national expenditure (constant 2010 US$),0.00023124473538897982
