,country,date,code,iso2Code,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude,Actual FDI Inflow (% of GDP),Predicted FDI Inflow (% of GDP),Difference,Percent Difference (%),Over- or Under- Investment
128,Cayman Islands,2016.0,CYM,KY,Latin America & Caribbean ,,High income,Not classified,George Town,-81.3857,19.3022,1217.56354201885,922.4059,-295.15765822978756,-24.2416636211351,Over-Invested
129,Cayman Islands,2017.0,CYM,KY,Latin America & Caribbean ,,High income,Not classified,George Town,-81.3857,19.3022,497.087915142617,297.37582,-199.71209116800765,-40.176412478406206,Over-Invested
130,Central African Republic,2015.0,CAF,CF,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bangui,21.6407,5.63056,0.17697612787654396,1.0450678,0.8680916592938662,490.5134210527166,Under-Invested
131,Central African Republic,2016.0,CAF,CF,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bangui,21.6407,5.63056,0.397590069639164,1.0323423,0.6347522450809898,159.64992426925156,Under-Invested
132,Central African Republic,2017.0,CAF,CF,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bangui,21.6407,5.63056,0.332412579122586,1.1253154,0.7929028486575653,238.5297363747361,Under-Invested
133,Central African Republic,2018.0,CAF,CF,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bangui,21.6407,5.63056,0.8106124956054441,1.2992113,0.4885987680511721,60.27525737636687,Under-Invested
134,Chad,2015.0,TCD,TD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,N'Djamena,15.0445,12.1048,5.11275864077214,2.9493575,-2.1634011311591026,-42.31377389706745,Over-Invested
135,Chad,2016.0,TCD,TD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,N'Djamena,15.0445,12.1048,2.42312846483133,1.8256402,-0.5974882632627265,-24.657721286119127,Over-Invested
136,Chad,2017.0,TCD,TD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,N'Djamena,15.0445,12.1048,3.3581341579627098,2.3090613,-1.0490728691290916,-31.239754571495027,Over-Invested
137,Chad,2018.0,TCD,TD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,N'Djamena,15.0445,12.1048,5.87421098222401,1.755276,-4.118935017487072,-70.11894925039991,Over-Invested
138,Chile,2015.0,CHL,CL,Latin America & Caribbean ,,High income,IBRD,Santiago,-70.6475,-33.475,8.63221436612524,1.0185583,-7.613656102346553,-88.20049849809408,Over-Invested
139,Chile,2016.0,CHL,CL,Latin America & Caribbean ,,High income,IBRD,Santiago,-70.6475,-33.475,4.847693815826231,0.8140928,-4.033601000903898,-83.2065958401793,Over-Invested
140,Chile,2017.0,CHL,CL,Latin America & Caribbean ,,High income,IBRD,Santiago,-70.6475,-33.475,2.10702351209237,0.87308556,-1.233937953677911,-58.56308420842227,Over-Invested
141,Chile,2018.0,CHL,CL,Latin America & Caribbean ,,High income,IBRD,Santiago,-70.6475,-33.475,2.03943200885398,0.9186308,-1.1208012300644596,-54.95653815369273,Over-Invested
142,China,2015.0,CHN,CN,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Beijing,116.286,40.0495,2.20133810817813,-0.16547352,-2.3668116289338976,-107.51695162778591,Over-Invested
143,China,2016.0,CHN,CN,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Beijing,116.286,40.0495,1.56895705699954,0.7655938,-0.8033632302287574,-51.20364682033443,Over-Invested
144,China,2017.0,CHN,CN,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Beijing,116.286,40.0495,1.3676771333046698,0.7434744,-0.6242027094193243,-45.63962460285384,Over-Invested
145,China,2018.0,CHN,CN,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Beijing,116.286,40.0495,1.49536848246131,0.2244969,-1.2708715814260012,-84.98718518757352,Over-Invested
146,Colombia,2015.0,COL,CO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Bogota,-74.082,4.60987,3.99453009551371,0.3423018,-3.6522283095678176,-91.43073708894234,Over-Invested
147,Colombia,2016.0,COL,CO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Bogota,-74.082,4.60987,4.89704287086953,0.15572089,-4.741321981301201,-96.82010360794169,Over-Invested
148,Colombia,2017.0,COL,CO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Bogota,-74.082,4.60987,4.4376557856429,0.28976995,-4.147885838114061,-93.47020225258731,Over-Invested
149,Colombia,2018.0,COL,CO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Bogota,-74.082,4.60987,3.42922944849692,0.2462216,-3.1830078465338767,-92.81991462918978,Over-Invested
150,Comoros,2015.0,COM,KM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Moroni,43.2418,-11.6986,0.5110357823791211,0.73730975,0.22627397151568485,44.27752014981594,Under-Invested
151,Comoros,2016.0,COM,KM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Moroni,43.2418,-11.6986,0.352542315808983,0.79270285,0.440160537870674,124.85324970440286,Under-Invested
152,Comoros,2017.0,COM,KM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Moroni,43.2418,-11.6986,0.363797552281012,0.7970174,0.4332198432153564,119.08267125467624,Under-Invested
153,Comoros,2018.0,COM,KM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Moroni,43.2418,-11.6986,0.669507419490953,0.7497484,0.08024098930345003,11.985078427429485,Under-Invested
154,"Congo, Dem. Rep.",2015.0,COD,CD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Kinshasa,15.3222,-4.325,3.07434221923392,2.717618,-0.35672423064749426,-11.603270072398919,Over-Invested
155,"Congo, Dem. Rep.",2016.0,COD,CD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Kinshasa,15.3222,-4.325,2.5107841432311298,3.083948,0.5731637537262677,22.82807764544279,Under-Invested
156,"Congo, Dem. Rep.",2017.0,COD,CD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Kinshasa,15.3222,-4.325,2.75644325397429,4.309678,1.5532348237234639,56.34923996653956,Under-Invested
157,"Congo, Dem. Rep.",2018.0,COD,CD,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Kinshasa,15.3222,-4.325,2.72011525889329,6.958638,4.238522932329854,155.82144611233662,Under-Invested
158,"Congo, Rep.",2015.0,COG,CG,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Brazzaville,15.2662,-4.2767,50.018017618717,5.882046,-44.135971396030236,-88.2401452462089,Over-Invested
159,"Congo, Rep.",2016.0,COG,CG,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Brazzaville,15.2662,-4.2767,0.559707787717141,2.759147,2.1994391410700906,392.96204007467173,Under-Invested
160,"Congo, Rep.",2017.0,COG,CG,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Brazzaville,15.2662,-4.2767,50.6364110622341,4.6562786,-45.98013245200461,-90.80448532478587,Over-Invested
161,"Congo, Rep.",2018.0,COG,CG,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Brazzaville,15.2662,-4.2767,38.2924819721423,1.491444,-36.801037980481226,-96.10512582405578,Over-Invested
162,Costa Rica,2015.0,CRI,CR,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,San Jose,-84.0089,9.63701,5.395651341390481,1.2085567,-4.187094689321389,-77.60128341136212,Over-Invested
163,Costa Rica,2016.0,CRI,CR,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,San Jose,-84.0089,9.63701,4.58454781040966,1.2803426,-3.3042052315217205,-72.07265292378897,Over-Invested
164,Costa Rica,2017.0,CRI,CR,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,San Jose,-84.0089,9.63701,4.90937469344386,1.3391504,-3.5702242646718876,-72.72258663490652,Over-Invested
165,Costa Rica,2018.0,CRI,CR,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,San Jose,-84.0089,9.63701,4.59653013088984,1.3304422,-3.2660879407195518,-71.05551030266545,Over-Invested
166,Cote d'Ivoire,2015.0,CIV,CI,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Yamoussoukro,-4.0305,5.332000000000002,1.4916792701951995,1.5009522,0.009272973609732116,0.6216466096306883,Under-Invested
167,Cote d'Ivoire,2016.0,CIV,CI,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Yamoussoukro,-4.0305,5.332000000000002,1.6360586303866202,1.1666206,-0.46943801824215003,-28.693227096098394,Over-Invested
168,Cote d'Ivoire,2017.0,CIV,CI,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Yamoussoukro,-4.0305,5.332000000000002,2.55588562960998,1.3141508,-1.241734819368281,-48.583348369847265,Over-Invested
169,Cote d'Ivoire,2018.0,CIV,CI,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Yamoussoukro,-4.0305,5.332000000000002,2.12257373397239,1.3798864,-0.7426873451937035,-34.98994326118257,Over-Invested
170,Croatia,2015.0,HRV,HR,Europe & Central Asia,,High income,IBRD,Zagreb,15.9614,45.8069,0.32095019436242794,0.17572504,-0.14522515154245114,-45.24850088685658,Over-Invested
171,Croatia,2016.0,HRV,HR,Europe & Central Asia,,High income,IBRD,Zagreb,15.9614,45.8069,3.61324148073883,0.19438952,-3.418851958663177,-94.62007941866358,Over-Invested
172,Croatia,2017.0,HRV,HR,Europe & Central Asia,,High income,IBRD,Zagreb,15.9614,45.8069,3.6884926630403503,0.07041985,-3.61807281507511,-98.09082315193777,Over-Invested
173,Croatia,2018.0,HRV,HR,Europe & Central Asia,,High income,IBRD,Zagreb,15.9614,45.8069,2.10648693143446,0.35536724,-1.7511196881445126,-83.12986242701481,Over-Invested
174,Curacao,2015.0,CUW,CW,Latin America & Caribbean ,,High income,Not classified,Willemstad,-70.0167,12.5167,4.64593588817623,0.90641445,-3.7395214389612947,-80.49016450007987,Over-Invested
175,Curacao,2016.0,CUW,CW,Latin America & Caribbean ,,High income,Not classified,Willemstad,-70.0167,12.5167,4.2623807201688,1.2241702,-3.0382105121915055,-71.27966063226715,Over-Invested
176,Curacao,2017.0,CUW,CW,Latin America & Caribbean ,,High income,Not classified,Willemstad,-70.0167,12.5167,5.540685490167202,1.1954386,-4.345246866738857,-78.42435515334999,Over-Invested
177,Curacao,2018.0,CUW,CW,Latin America & Caribbean ,,High income,Not classified,Willemstad,-54.109064000000004,19.44158,3.95841696621117,1.1633886,-2.7950283563250005,-70.60975082168476,Over-Invested
178,Cyprus,2015.0,CYP,CY,Europe & Central Asia,,High income,Not classified,Nicosia,33.3736,35.1676,40.9861404455814,2.7290468,-38.25709362398716,-93.3415374272245,Over-Invested
179,Cyprus,2016.0,CYP,CY,Europe & Central Asia,,High income,Not classified,Nicosia,33.3736,35.1676,39.399952740909,5.8072076,-33.5927451565279,-85.26087677675949,Over-Invested
180,Cyprus,2017.0,CYP,CY,Europe & Central Asia,,High income,Not classified,Nicosia,33.3736,35.1676,48.67262968858849,3.6806862,-44.99194345316064,-92.43787266277333,Over-Invested
181,Cyprus,2018.0,CYP,CY,Europe & Central Asia,,High income,Not classified,Nicosia,33.3736,35.1676,-1.33390863137059,4.2327332,5.566641881034896,217.31807937363575,Under-Invested
182,Czech Republic,2015.0,CZE,CZ,Europe & Central Asia,,High income,Not classified,Prague,14.4205,50.0878,0.909872695798491,1.5682447,0.6583719998649612,72.35869401347223,Under-Invested
183,Czech Republic,2016.0,CZE,CZ,Europe & Central Asia,,High income,Not classified,Prague,14.4205,50.0878,5.56184179486256,1.557684,-4.004157850160412,-71.99337913313227,Over-Invested
184,Czech Republic,2017.0,CZE,CZ,Europe & Central Asia,,High income,Not classified,Prague,14.4205,50.0878,5.20335162117526,1.4355564,-3.767795209432096,-72.41092825821906,Over-Invested
185,Czech Republic,2018.0,CZE,CZ,Europe & Central Asia,,High income,Not classified,Prague,14.4205,50.0878,3.4636002257523297,1.094876,-2.368724174803233,-68.38907554028472,Over-Invested
186,Denmark,2015.0,DNK,DK,Europe & Central Asia,,High income,Not classified,Copenhagen,12.5681,55.6763,0.611475187537009,1.2843759,0.6729007184535916,110.04546581260337,Under-Invested
187,Denmark,2016.0,DNK,DK,Europe & Central Asia,,High income,Not classified,Copenhagen,12.5681,55.6763,2.43564909604401,1.2958374,-1.1398116937002598,-46.79704049124096,Over-Invested
188,Denmark,2017.0,DNK,DK,Europe & Central Asia,,High income,Not classified,Copenhagen,12.5681,55.6763,0.715619720122225,1.2277653,0.5121456016093424,71.56672562375309,Under-Invested
189,Denmark,2018.0,DNK,DK,Europe & Central Asia,,High income,Not classified,Copenhagen,12.5681,55.6763,1.51569665699726,1.3856728,-0.13002384930377864,-8.57848756896834,Over-Invested
190,Djibouti,2015.0,DJI,DJ,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IDA,Djibouti,43.1425,11.5806,5.07050526293679,1.226305,-3.84420025500222,-75.81493471866932,Over-Invested
191,Djibouti,2016.0,DJI,DJ,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IDA,Djibouti,43.1425,11.5806,6.1101207777979685,1.2596065,-4.850514297199519,-79.38491682234144,Over-Invested
192,Djibouti,2017.0,DJI,DJ,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IDA,Djibouti,43.1425,11.5806,5.96346197423344,1.003742,-4.959719994634441,-83.16846851818784,Over-Invested
193,Djibouti,2018.0,DJI,DJ,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IDA,Djibouti,43.1425,11.5806,8.96508351870801,1.0520899,-7.912993589127321,-88.26458306400352,Over-Invested
194,Dominica,2015.0,DMA,DM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Roseau,-61.39,15.2976,2.0437264282632,1.9341731,-0.10955332111598315,-5.360468974758225,Over-Invested
195,Dominica,2016.0,DMA,DM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Roseau,-61.39,15.2976,7.1420820332365,2.5738544,-4.568227586825367,-63.962127087963914,Over-Invested
196,Dominica,2017.0,DMA,DM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Roseau,-61.39,15.2976,-0.406291082206017,4.049285,4.455576017203575,896.6462746392001,Under-Invested
197,Dominica,2018.0,DMA,DM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Roseau,-61.39,15.2976,-6.748710846361799,3.0640488,9.812759613451643,-54.59801380078895,Under-Invested
198,Dominican Republic,2015.0,DOM,DO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Santo Domingo,-69.8908,18.479,3.1297764677307303,1.2284268,-1.9013496536514456,-60.75033387384481,Over-Invested
199,Dominican Republic,2016.0,DOM,DO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Santo Domingo,-69.8908,18.479,3.3235740040085298,1.2129111,-2.110662875010727,-63.505818509384106,Over-Invested
200,Dominican Republic,2017.0,DOM,DO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Santo Domingo,-69.8908,18.479,4.49748485238923,0.9407168,-3.5567680493153473,-79.08349146358682,Over-Invested
201,Dominican Republic,2018.0,DOM,DO,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Santo Domingo,-69.8908,18.479,3.2078633357692903,0.8019251,-2.4059382130314058,-75.00126910657272,Over-Invested
202,Ecuador,2015.0,ECU,EC,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Quito,-78.5243,-0.229498,1.3321696663722902,0.8367314,-0.49543829210852675,-37.190329776663056,Over-Invested
203,Ecuador,2016.0,ECU,EC,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Quito,-78.5243,-0.229498,0.769510303821933,0.70104474,-0.06846556552923888,-8.897290288276894,Over-Invested
204,Ecuador,2017.0,ECU,EC,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Quito,-78.5243,-0.229498,0.5933825181474599,0.70215183,0.1087693168172923,18.330387817435213,Under-Invested
205,Ecuador,2018.0,ECU,EC,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Quito,-78.5243,-0.229498,1.29865162827568,0.60368055,-0.6949710772235864,-53.51481968619661,Over-Invested
206,"Egypt, Arab Rep.",2015.0,EGY,EG,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Cairo,31.2461,30.0982,2.08152713449814,0.21223897,-1.8692881670794694,-89.80368961321075,Over-Invested
207,"Egypt, Arab Rep.",2016.0,EGY,EG,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Cairo,31.2461,30.0982,2.43500218055658,-0.2787066,-2.713708790759369,-111.44584643201773,Over-Invested
208,"Egypt, Arab Rep.",2017.0,EGY,EG,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Cairo,31.2461,30.0982,3.14769401613833,-0.13044053,-3.2781345492994935,-104.14400295874981,Over-Invested
209,"Egypt, Arab Rep.",2018.0,EGY,EG,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Cairo,31.2461,30.0982,2.70934314869067,-0.05996591,-2.7693090572180443,-102.213300613337,Over-Invested
210,El Salvador,2015.0,SLV,SV,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,San Salvador,-89.2073,13.7034,2.1099996505345904,1.6148996,-0.49510001521964897,-23.464459583877662,Over-Invested
211,El Salvador,2016.0,SLV,SV,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,San Salvador,-89.2073,13.7034,1.985051671416,1.5949391,-0.390112558752731,-19.65251405644526,Over-Invested
212,El Salvador,2017.0,SLV,SV,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,San Salvador,-89.2073,13.7034,2.02102621623476,1.4891603,-0.5318659169336124,-26.316626309009315,Over-Invested
213,El Salvador,2018.0,SLV,SV,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,San Salvador,-89.2073,13.7034,1.6380236914831998,1.5014207,-0.1366029551703336,-8.339498133060708,Over-Invested
214,Equatorial Guinea,2015.0,GNQ,GQ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Malabo,8.7741,3.7523,1.77027020566858,5.644651,3.874380730458129,218.85815611944318,Under-Invested
215,Equatorial Guinea,2016.0,GNQ,GQ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Malabo,8.7741,3.7523,0.4803819442326579,1.459207,0.978825113720223,203.75976355309467,Under-Invested
216,Equatorial Guinea,2017.0,GNQ,GQ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Malabo,8.7741,3.7523,2.47417776027243,1.5323615,-0.9418162528566585,-38.06582808960969,Over-Invested
217,Equatorial Guinea,2018.0,GNQ,GQ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Malabo,8.7741,3.7523,2.9472398153530897,3.9199586,0.972718776108092,33.00439859155326,Under-Invested
218,Estonia,2015.0,EST,EE,Europe & Central Asia,,High income,Not classified,Tallinn,24.7586,59.4392,-3.0993758426639904,1.3435309,4.442906735989796,-56.65156594332208,Under-Invested
219,Estonia,2016.0,EST,EE,Europe & Central Asia,,High income,Not classified,Tallinn,24.7586,59.4392,3.91411456229165,1.3065381,-2.6075764572806635,-66.6198297413648,Over-Invested
220,Estonia,2017.0,EST,EE,Europe & Central Asia,,High income,Not classified,Tallinn,24.7586,59.4392,5.80450188011851,1.3511221,-4.45337973923411,-76.72285807138348,Over-Invested
221,Estonia,2018.0,EST,EE,Europe & Central Asia,,High income,Not classified,Tallinn,24.7586,59.4392,3.87450234443385,1.5017045,-2.372797890011853,-61.24135899467551,Over-Invested
222,Eswatini,2015.0,SWZ,SZ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,0.7732646942162851,1.2958972,0.5226325511908194,67.58779433483835,Under-Invested
223,Eswatini,2016.0,SWZ,SZ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,0.699149440245077,1.3462844,0.6471349492507726,92.5603185813792,Under-Invested
224,Eswatini,2017.0,SWZ,SZ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,-1.33736880642137,1.5941527,2.9315214954014728,19.200678326411236,Under-Invested
225,Eswatini,2018.0,SWZ,SZ,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,0.539580705159021,1.4682567,0.9286760068008179,172.11067740591756,Under-Invested
226,Ethiopia,2015.0,ETH,ET,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,4.06649198439868,1.2810035,-2.785488509209471,-68.4985614110676,Over-Invested
227,Ethiopia,2016.0,ETH,ET,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,5.36895685594541,1.2165825,-4.152374319248023,-77.34043000643257,Over-Invested
228,Ethiopia,2017.0,ETH,ET,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,4.91332912068583,1.0946933,-3.818635817577615,-77.71992723834849,Over-Invested
229,Ethiopia,2018.0,ETH,ET,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,3.9242205775316,1.3559101,-2.568310514741683,-65.44765932493002,Over-Invested
230,Fiji,2015.0,FJI,FJ,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Blend,Suva,178.399,-18.1149,4.38594461660676,1.374557,-3.0113875983267304,-68.65995495986284,Over-Invested
231,Fiji,2016.0,FJI,FJ,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Blend,Suva,178.399,-18.1149,7.943321503900652,1.4356403,-6.507681168817644,-81.92644809381035,Over-Invested
232,Fiji,2017.0,FJI,FJ,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Blend,Suva,178.399,-18.1149,7.240262407479732,1.490339,-5.749923366723507,-79.41595267021546,Over-Invested
233,Fiji,2018.0,FJI,FJ,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Blend,Suva,178.399,-18.1149,6.16300508113898,1.5734997,-4.58950540157355,-74.46862920199584,Over-Invested
234,Finland,2015.0,FIN,FI,Europe & Central Asia,,High income,Not classified,Helsinki,24.9525,60.1608,7.1799995933875405,1.6127405,-5.567259076724943,-77.53843164353576,Over-Invested
235,Finland,2016.0,FIN,FI,Europe & Central Asia,,High income,Not classified,Helsinki,24.9525,60.1608,2.02674204294288,1.5047038,-0.5220382827957852,-25.757509921577025,Over-Invested
236,Finland,2017.0,FIN,FI,Europe & Central Asia,,High income,Not classified,Helsinki,24.9525,60.1608,6.44449868298931,1.5259457,-4.918553019537161,-76.32173209252124,Over-Invested
237,Finland,2018.0,FIN,FI,Europe & Central Asia,,High income,Not classified,Helsinki,24.9525,60.1608,-1.7627906182254198,1.3552055,3.117996154114092,-23.121582230058547,Under-Invested
238,France,2015.0,FRA,FR,Europe & Central Asia,,High income,Not classified,Paris,2.35097,48.8566,1.7555211408421498,1.2460916,-0.5094295366093617,-29.01870702422762,Over-Invested
239,France,2016.0,FRA,FR,Europe & Central Asia,,High income,Not classified,Paris,2.35097,48.8566,1.32706899638394,1.2646699,-0.062399101211820795,-4.70202388736748,Over-Invested
240,France,2017.0,FRA,FR,Europe & Central Asia,,High income,Not classified,Paris,2.35097,48.8566,1.4514683678483602,1.2620286,-0.18943979290481772,-13.05159637654667,Over-Invested
241,France,2018.0,FRA,FR,Europe & Central Asia,,High income,Not classified,Paris,2.35097,48.8566,2.154760209411,1.2141511,-0.9406090653832901,-43.65260975560729,Over-Invested
242,Gabon,2015.0,GAB,GA,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Libreville,9.45162,0.38832,0.29009362251675896,1.5018389,1.2117452999838514,417.7083554857701,Under-Invested
243,Gabon,2016.0,GAB,GA,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Libreville,9.45162,0.38832,8.85612156535245,1.7275591,-7.128562475691805,-80.49305131018838,Over-Invested
244,Gabon,2017.0,GAB,GA,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Libreville,9.45162,0.38832,10.058938295746199,1.5504985,-8.508439810181013,-84.58586343828283,Over-Invested
245,Gabon,2018.0,GAB,GA,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Libreville,9.45162,0.38832,5.01823644214424,1.3075068,-3.7107296424463643,-73.94489449087831,Over-Invested
246,"Gambia, The",2015.0,GMB,GM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Banjul,-16.5885,13.4495,-0.122824067574142,0.93258363,1.0554076976591336,659.2841114157394,Under-Invested
247,"Gambia, The",2016.0,GMB,GM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Banjul,-16.5885,13.4495,-0.0771726358001695,1.0838317,1.1610043037002549,1304.4248413473329,Under-Invested
248,"Gambia, The",2017.0,GMB,GM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Banjul,-16.5885,13.4495,0.361846808801595,1.0481694,0.6863225656643475,189.67213444202747,Under-Invested
249,"Gambia, The",2018.0,GMB,GM,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Banjul,-16.5885,13.4495,1.7850473146936598,1.1496568,-0.6353905420801345,-35.595165284970435,Over-Invested
250,Georgia,2015.0,GEO,GE,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71,11.1817040024117,1.849385,-9.332318979294634,-83.4606154596993,Over-Invested
251,Georgia,2016.0,GEO,GE,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71,10.3720578931335,1.7110703,-8.66098759398494,-83.50307801230727,Over-Invested
252,Georgia,2017.0,GEO,GE,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71,11.2660094586501,2.0940049,-9.17200458918904,-81.41307374943422,Over-Invested
253,Georgia,2018.0,GEO,GE,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71,6.7279339023023095,1.6932149,-5.034719008961245,-74.83306289971661,Over-Invested
